parallax,source_id
1.0566163862524083,174489098011145216
0.11141440167138295,175811260743708672
0.19322027161377953,188724234539584256
0.17750565209421446,189726984845700480
0.2156496941314128,189739251272296192
0.20378715450930868,202939854734748032
0.22711889335296112,203413602509201792
0.16268648111422354,203496585576324224
0.13785092608171895,204409420744236544
0.2644483874549498,204510644535613184
0.006919329425961085,204588190167650048
0.004886090089306929,246160037616115584
0.28467246871102586,246611563239644544
0.470230218705245,413978639108290688
0.05920051648596908,414219672672011392
0.032245100226251086,419703349473530240
0.28203847986463454,444069661013733120
0.04879860617540422,444328664722927872
0.3376305998718887,444443941646255232
0.11187309596807674,444806402524308224
0.10521744242598194,444806643042469888
0.1881549314219214,444932640201741312
0.371061904801306,445121820622854656
0.1564704805174303,445214321337651456
0.18893969369974523,445306817753521408
0.16332106229047855,487965876047609472
0.3024004510383281,488753263810889088
0.1705681448080522,493801637089512576
0.11667479167105901,507935893428526976
0.1274110873907872,508154799325819008
0.32897557244296516,508522757761814016
0.16603545745330328,508592954709039488
0.0800285646381964,508824711142351488
0.30468913992175034,508915489570374272
0.10691497920376451,614188402162150272
0.17308153861643577,618248555005833472
0.08030635229000221,1833295112309561344
0.3297081564266386,1999252442448732288
0.08860910777269139,2021422062898896256
0.007897837051471165,2021441063833873280
0.07913166118489832,2021445908555851264
0.04560462695552143,2021452922246742912
0.10831074697436205,2021462302494358912
0.042515829179838795,2021476836664511872
0.039721781898362674,2024962597772784384
0.04838667245708335,2025048600205442176
0.0313806433181881,2025085188965647104
0.07751706832994605,2026117875211217536
0.07689597658290641,2028731925444850816
0.025194163941393607,2028750823290456192
0.08288443821831003,2028768729057736704
0.18027233875874615,2028781025505284096
-0.03248579594228391,2028782365541654016
0.14933226429276597,2028787695633981952
0.028820372383474978,2034016079579652352
0.07939216241614686,2034098439860103808
0.20554228205216513,2034137060207366272
0.2030118512674883,2034155854985643520
0.062162956037211295,2034159600197463552
0.03813378554097213,2034229590995812352
0.04166668043745171,2034288586671365120
2.2875659799177335,2036471357742521728
0.21310350798343647,2038365781911994112
0.1269208893757185,2045359534871088384
0.03138702126503068,2045846103109302016
0.06877068453016456,2062422374771153920
0.0866774583073848,2062437424336336256
0.40629371602836956,2063178250344063872
0.4103976617877741,2073071522843025664
1.074894518792948,2073186559250383744
0.02801148965648094,2073922579215436288
0.09558654053604015,2073935223599391872
0.7954258009301457,2161786374436607616
0.11692579999280123,2161802759729724288
0.07786105214518899,2162268853891035648
0.11445771926701002,2162275240493961984
0.1176953468136476,2162275760198598528
0.05465463067527361,2177330376481113600
0.08087329304811335,2177659955093549440
0.10308958507623804,2177714415280658944
0.0975231638587208,2177814470836630912
0.09798011766060348,2189424042310226048
0.4029324494128125,2197757309661690880
0.12777937807577394,2201874087346121472
0.09312965067819168,2202086018216877952
0.3812262744265908,2202251082398647808
0.07914888295092654,2202444802606851328
0.07701478239201832,2202500843341252736
0.10676109991421183,2210903379911655808
0.11734356609853479,2211309340220914560
