source_id,ra,dec,parallax,pmra,pmdec,ruwe,phot_g_mean_mag,bp_rp,radial_velocity,phot_variable_flag,non_single_star,has_xp_continuous,has_xp_sampled,has_rvs,has_epoch_photometry,has_epoch_rv,has_mcmc_gspphot,has_mcmc_msc,teff_gspphot,logg_gspphot,mh_gspphot,distance_gspphot,azero_gspphot,ag_gspphot,ebpminrp_gspphot
3115119683642979456,107.95175044221493,2.166820081882876,1.1033283537690077,-5.16435564345386,-4.100311429505884,1.0525155,16.237906,1.2426481,,"NOT_AVAILABLE",0,true,false,false,false,false,true,true,4790.7524,4.6607,-0.5503,748.3586,0.263,0.2063,0.1099
3115119683642981376,107.94245823476126,2.1718330567945188,0.47630287537787286,-1.030782126481862,-1.395701995209818,1.0715158,17.83356,1.1824703,,"NOT_AVAILABLE",0,false,false,false,false,false,true,true,4660.318,4.8582,-1.5926,1142.526,0.0114,0.0089,0.0048
3115490146043014912,105.28094810100409,2.048114393395915,0.06889178013461708,0.2267197656500454,-2.3437251992956045,1.014308,19.037434,1.3211823,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
3115119713709713664,107.97448042228689,2.1752029448947154,-0.16377617062831734,-1.6071107639497257,0.47097942508909796,1.0335363,19.85872,1.48773,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
3115490146043017088,105.28589949357364,2.048797167632252,0.38659392355373723,-0.09631305446330962,-0.30082405874286816,0.9622184,17.83436,1.1216946,,"NOT_AVAILABLE",0,false,false,false,false,false,true,true,4797.4214,4.9082,-2.7541,1118.425,0.0399,0.0316,0.0173
3115119713709725184,107.9792418892725,2.177827523833228,-0.39341479898922604,-0.934149129288348,1.1470109005474944,0.91891927,19.609867,1.3023396,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
3114429770158079872,107.9765010605496,1.2064207564804963,0.30628222159949525,-0.8230411310295755,-0.31389203046191283,1.0541193,19.216154,1.2672176,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
3114429774453043840,107.97466913056012,1.209663931342702,,,,,20.61629,1.8411655,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
3114429774453046656,107.98025602055493,1.2010859634840576,,,,,20.240591,2.1197433,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
3114429774453047808,107.96924448090425,1.208146937110491,0.09176336278642182,-0.9993331754013715,-0.4562058358958845,0.9794377,18.776072,0.9198761,,"NOT_AVAILABLE",0,false,false,false,false,false,true,false,5279.773,4.8013,-1.9939,2688.2761,0.0032,0.0027,0.0015
3114429774453053056,107.9659984628131,1.2028064848477635,0.2505708385894339,-1.1993171619277259,0.5612580673625908,1.0996275,18.974146,0.96307945,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
3114429774453641856,107.9754540910445,1.2044135226906918,,,,,20.229582,1.488121,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
3114429774455738496,107.97187724370646,1.2082162444878988,0.3665506843371983,6.648851567547655,2.4336959467685984,1.0937015,17.385975,1.1329994,,"NOT_AVAILABLE",0,false,false,false,false,false,true,true,4731.4937,4.8479,-1.6664,952.2296,0.0312,0.0246,0.0133
3114429774455739136,107.96980557988576,1.2072539211383329,0.3763123552289032,-0.8406970665473745,-0.8275010104533348,0.9971974,15.22467,0.8508959,,"NOT_AVAILABLE",0,false,false,false,false,false,true,true,6330.303,4.2818,-0.3934,1519.0446,0.5063,0.4313,0.234
