source_id,parallax
303218609424385152,-0.9838516779922921
303261318579812352,-0.28907962124427855
303265991503636096,1.6954888730586428
303266682993466112,0.7441971378110835
303266854793257472,-0.5447911038184166
303267503332760192,0.7142020481154889
303268744577849728,-1.2585548858085942
303269805434628736,0.24415523212598428
303270114672310400,1.7665574760292229
303270355190508416,-1.5275026864137167
303270492630353792,-0.7455842332999852
303270526990082432,0.6235306217043871
303270526990093312,0.4668711095271989
303270531283873280,0.6938988955654971
303271081039686528,-0.1712449942746943
303271252838374912,0.3143830672377229
303271355919395968,
303271592142024960,-0.7686488651682202
303271596437136384,-0.7344077475610356
303271630796101248,0.9368622425737138
303279632320632832,0.2565678849904588
303282999575146880,-1.1305967355683884
303283003869303168,0.8936667867737298
303283416186135936,-2.031941901464165
303283622344129664,-4.504248254585498
303284034661491200,-1.0267223099598521
303284378258857856,-0.4209957896440052
303285787007444992,1.5479953167039882
303285851433605888,1.6138325055647977
303287706859546368,-1.0765653377718283
303287844298526848,-0.45214969862195165
303287917313238528,-0.3833264259478868
303288570146220544,-0.6917934450804122
303288776306221312,0.058651077436219716
303288909450442752,
303288909450544512,-0.028023922443529664
303289154263559808,0.8283853242674502
303359931027971072,1.658151047307173
303359965387712256,-0.8242221362209469
303361412792558208,0.8396983887506548
303361550232931456,
303361683375087488,-1.196748175159552
303361790749912576,1.7698661662977342
303364088556416512,-1.703242042459839
303364367730432896,1.525875282373705
303364397794407808,0.46060487624540825
303364402090446848,2.046738038943589
303364913190553344,0.1501491540276599
303364917485842432,-1.1114445456987012
303365432882362880,
303365570321305472,0.24884054035294323
303365570321310720,-0.8436725912068481
303365600387618688,0.042619163763999574
303365742123114624,
303365845199488896,
303365913918141184,0.563805009527666
303366223156769664,0.36909731644106003
303366223160567936,0.004442717022835829
303366291877128704,-2.1445153654505145
303366669833971072,2.753662847459695
303367077854211456,0.8416327601134519
303367150872347776,0.7694941610918374
303367185229239424,5.643805146761916
303367253948681472,0.2468881836937472
303367421451549312,0.8972836194620517
303367425747512704,-2.086949318725447
303367528825653760,-1.4678330917154119
303367563186443904,
303367769344354048,0.7600219333257288
303367838064448896,0.9113537920133519
303367872427074432,
303367941143518464,
303368044222729984,1.3731152015160433
303368181661784064,0.06692617993068167
303368250380011264,0.028313108449990083
303368284741049472,0.3856118598032074
303373369983023104,-3.7452445431202195
303373747937986048,-0.5156883382107446
303373812369603840,-0.2001714490663255
303373949802034304,-0.7956993480698037
303374087241033088,3.375345037161521
303374263336213376,-0.21380799734861464
303374362118979840,0.16509941029850728
303374881811559168,-1.2082814453378714
303375977026933376,-0.573036347008214
303376148825504896,0.5321210407974056
303377252631891712,0.515822548323314
303377252635620864,0.5958136584182745
303377390071824640,
303377458790233856,0.5846078946524734
303377458795046656,
303377527509723904,-0.5791852203812625
303377626293831168,0.05594181515114313
303377630592570752,-2.293876434003615
303377768027729024,-1.013257271981013
303377768027732608,0.4040307941162311
303377871108211328,-3.1588359559727825
303377905466685312,0.04830088836817198
303378042906830336,
303378283425156096,-0.21843748600864066
303378317783442048,0.6149572289513022
303378382208091520,0.7050523217696696
303378523945750912,-0.14286751617871005
303378901899048704,0.2185270055088814
303378966323755904,-0.305053374168342
303379000683508224,-0.4545901157538457
303379309921205120,-1.804823464224999
303379554733947648,0.5250789044954939
303379584801192576,2.1040277370859304
303379589095003392,0.15058254589011477
303379589095954304,-4.8069116444620885
303379657814532736,-0.6842421269440089
303379726534080256,0.23574417770966363
303379726534889856,-3.2622109843890224
303379726536577792,-2.036710050606464
303379760893811712,-1.991517028979453
303379863971493504,0.1921106734313505
303379967052294400,-0.9534390610883795
303380001410481536,0.4326301557454378
303380070131381248,3.3808644611055017
303380168914757760,0.1384490668236701
303380173210524672,
303380237636267264,3.2952453502621966
303380340715430016,0.006280129186446687
303380345011825536,0.3545126500615033
303380482446641664,-0.1474268294877148
303380581233578496,0.7364639101793058
303380791687189248,
303381238362673920,1.3289246797086436
303381272723240192,1.4198071578587528
303381341442726272,-3.116899378968502
303381444520169728,-1.461067965518205
303381478880929536,0.5926470894215876
303381547598453504,0.6251597462272943
303381715104691840,0.008762010080145877
303381856836417664,0.40095074260278085
303381925556840832,-2.4893763006383045
303382337872619136,-1.4557705841008208
303382372232318464,-2.0735706341310145
303382711537171456,1.0979604253499102
303383368666619648,-0.09439284655132157
303383849701023232,0.04706263802757224
303384635681001856,0.2927559840867523
303384639978087936,
303384670040688512,-1.083614279435061
303384777418988032,3.9317364212046604
303384979279918976,2.4713364202212538
303385189733419392,
303385258450122496,-1.013813471310603
303385769553933184,0.18777598236553186
303385838273411712,0.4883553360704759
303386289246931328,0.43885016520564124
303386461043783680,0.014568090968290256
303386667199460480,0.17995999524182313
303386937783423104,0.6427671290672249
303386942079742592,0.3731189970157479
303387285677512960,-0.17512232849750445
303387320035413504,-0.9638698554735382
303387320038676480,0.23892212962015483
303387388756756992,-5.2647820755653445
303388037295224448,-1.064768035955906
303388144672382336,0.41516466625425313
303389725218302336,1.1400422886525607
303390446773860608,0.21138537005656166
303390996529881856,
303391752440568320,-0.8867902378568149
303392748876067328,-3.6917453405130547
303393092474695808,-1.0084510730369887
303394531286190592,0.480351071365141
303394776099881216,1.198617726921876
303412913746100096,0.15587087345658762
303413635300627712,-0.7974205702254107
303416899475822720,0.950313358660429
