source_id,parallax (mas),parallax_error (mas),pf (days),pf_error (days),int_average_g (mag),int_average_g_error (mag),absolute magnitude / mag,luminosity/watts
4658658499520250000,0.06,0.03,4.078320386,1.80E-04,15.42,0.02,-0.551244805,1.81771E+28
4658669112357310000,0.00,0.03,3.582008849,1.11E-04,15.42,0.02,-7.429154278,3.3228E+25
4658688976609930000,0.01,0.02,13.74004124,5.55E-04,13.82,0.05,-6.593758809,7.14605E+25
4658692000266890000,0.02,0.03,3.106716801,1.13E-05,15.95,0.00,-2.278874148,3.73057E+27
4658692653094970000,0.00,0.03,3.606729736,6.02E-05,15.86,0.00,-9.116170335,7.07818E+24
4658712817975680000,0.03,0.09,5.002640876,8.25E-04,17.72,0.00,0.406196521,4.37193E+28
4658732647833530000,0.00,0.03,4.608581479,1.01E-04,15.56,9.57E-04,-6.576358857,7.26094E+25
4658740069537810000,0.020883947,0.04,1.752457981,1.90E-05,16.73,0.00,-1.667689105,6.53253E+27
4658745322257530000,0.062457353,0.05,7.066237149,1.85E-04,14.82,0.00,-1.202163125,1.00093E+28
4658747834839340000,0.03,0.02,28.22366226,0.02,13.70,0.01,-3.81604309,9.11685E+26
4658755359622530000,0.00,0.04,3.947558806,1.12E-04,16.21,0.00,-6.980659575,5.0124E+25
4658763880838210000,0.148951639,0.13,2.104556946,9.37E-05,18.39,0.01,4.254884427,1.48865E+30
4658796277746820000,0.01,0.03,2.333009679,2.11E-05,16.13,0.01,-4.290804577,5.89994E+26
4658811533470820000,0.010973978,0.04,1.749119445,7.91E-05,16.60,0.01,-3.197570561,1.60713E+27
4658824457061360000,0.062224316,0.02,6.324514967,8.28E-05,15.40,7.16E-04,-0.629773334,1.69147E+28
4658830160777590000,0.00,0.03,3.54509737,5.57E-05,15.89,0.00,-6.368110689,8.78809E+25
4658838613272730000,0.04,0.04,4.971030754,2.59E-04,16.23,0.01,-0.570870705,1.78531E+28
4123465682855870000,0.00,0.03,18.11279491,0.00,12.86,0.01,-8.96843646,8.10462E+24
4123491109051170000,0.06,0.06,18.80761337,0.02,16.19,0.01,0.249880613,3.78831E+28
2936110669428630000,0.148667996,0.02,4.463313672,2.75E-04,12.40,0.01,-1.734046571,6.14703E+27
2936165984303580000,0.100542737,0.01,3.52263117,1.16E-04,13.43,0.00,-1.553942481,7.25041E+27
2936274153063500000,0.347354933,0.01,6.388715617,4.26E-04,9.25,8.28E-04,-3.046643643,1.84559E+27
4046807830852750000,0.119693114,0.02,1.955811063,6.37E-05,14.17,0.01,-0.437175172,2.01807E+28
4648749421531720000,0.06,0.07,5.041398709,7.87E-04,17.65,0.00,1.564952504,1.26462E+29
4649320171152520000,0.03,0.05,7.718553427,0.00,16.84,0.01,-0.48274819,1.9355E+28
4649321889134510000,0.01,0.08,1.217518823,6.87E-06,17.77,0.06,-3.194147486,1.61218E+27
4649421154414940000,0.010185911,0.04,21.85221607,0.01,16.31,0.01,-3.651313515,1.06028E+27
5594100246268220000,0.08,0.01,5.281369253,6.01E-05,13.38,0.00,-1.972970047,4.93801E+27
5593545405208790000,0.04,0.05,2.130583323,4.25E-05,16.70,0.00,-0.244746795,2.40735E+28
5594091823824940000,0.241593633,0.01,4.403072965,5.70E-05,11.63,7.69E-04,-1.450581573,7.97094E+27
4091756042380350000,0.06064606,0.02,14.69315625,0.01,13.95,0.02,-2.131750051,4.26917E+27
4048313921269210000,0.237272236,0.02,6.900377925,6.59E-04,11.81,0.00,-1.313264382,9.04012E+27
423454573911964000,0.103994668,0.02,2.499519968,2.04E-05,13.99,0.00,-0.925058642,1.29037E+28
4379075782292280000,0.156746614,0.02,15.55685766,0.01,11.88,0.01,-2.140388158,4.2355E+27
4380463606486870000,0.04,0.04,1.306810746,1.63E-05,15.96,0.02,-1.106711142,1.09245E+28
6328620193099410000,0.04,0.02,8.447779802,0.00,14.36,0.00,-2.845499731,2.21926E+27
4040966782775200000,0.09,0.09,1.824523419,1.43E-04,16.82,0.01,1.69979105,1.431E+29
4040979495924910000,0.037947083,0.06,11.04813248,0.01,15.52,0.01,-1.584851026,7.04788E+27
206577210999441000,0.231574514,0.02,13.84505229,0.01,11.10,0.02,-2.079817193,4.47731E+27
207722317998325000,0.215123545,0.02,2.476962056,1.53E-04,12.74,0.00,-0.59854527,1.74059E+28
5337597240264460000,0.08,0.03,3.522533576,1.21E-04,15.39,0.00,-0.22938753,2.44148E+28
5337634589276920000,0.38,0.01,5.725844688,1.20E-04,8.83,9.86E-04,-3.280425677,1.4896E+27
5337764640889240000,0.322673199,0.01,10.71525548,0.00,9.27,0.01,-3.181922528,1.63035E+27
6027070573648720000,0.134726897,0.02,1.455890555,1.53E-05,13.87,0.00,-0.479344961,1.94155E+28
6027111732278040000,0.08,0.03,10.77797351,0.00,14.33,0.00,-1.054543302,1.14596E+28
5240438203718290000,0.05,0.02,7.121332261,2.29E-04,13.69,0.00,-2.984567978,1.95365E+27
5240441472232300000,0.377875355,0.01,12.43700274,0.00,8.88,0.01,-3.238215158,1.54836E+27
5240559223045920000,0.05,0.05,3.340480692,1.63E-04,16.87,0.01,0.290315233,3.93135E+28
5240641441571920000,0.06,0.03,3.822503022,5.36E-05,15.83,0.00,-0.183811503,2.54564E+28
4118215171249470000,0.10,0.02,35.1847951,0.04,13.31,0.01,-1.717351375,6.24182E+27
4118216683078850000,0.139596437,0.06,2.972878308,1.05E-04,16.52,0.01,2.239791668,2.34751E+29
4118234447067220000,0.109128893,0.03,9.715396981,0.00,14.50,0.00,-0.307721247,2.27232E+28
1993916856117280000,0.26368395,0.02,29.10271258,0.04,11.35,0.06,-1.540892519,7.33766E+27
1994462866719960000,0.469013195,0.01,6.336913742,1.63E-04,9.04,6.79E-04,-2.601175692,2.77633E+27
448521446155893000,0.183962953,0.03,3.158201033,3.70E-05,15.18,0.00,1.506183861,1.1983E+29
447848132723812000,0.419992679,0.02,5.668235869,3.91E-04,11.26,0.00,-0.620425398,1.70603E+28
447874379264574000,0.443317031,0.03,3.220435556,4.94E-05,11.91,0.00,0.148418078,3.45187E+28
447928225273443000,0.100638432,0.02,3.06,7.18E-05,14.51,0.02,-0.471717691,1.95517E+28
447987564541431000,0.317529142,0.02,4.252671328,2.15E-04,12.80,0.01,0.313492947,4.01577E+28
447992443624241000,0.175313597,0.02,4.989199443,4.85E-04,13.81,0.01,0.027487,3.08967E+28
448977846560597000,0.108219975,0.02,8.58,4.01E-04,14.10,0.00,-0.730558863,1.54221E+28
449006536942032000,0.178809288,0.02,2.944079941,9.13E-05,14.89,0.00,1.149139373,8.63834E+28
5892108648074440000,0.194576363,0.04,1.864952953,1.39E-05,15.94,0.00,2.380694404,2.67115E+29
449863090859326000,0.270450391,0.02,9.44,6.48E-04,11.19,0.00,-1.65353993,6.6178E+27
450160096438199000,0.293343141,0.02,4.968147264,1.28E-04,13.25,0.00,0.583998692,5.14581E+28
6057514092119490000,0.292865048,0.01,6.396717192,1.83E-04,10.48,0.00,-2.186408283,4.06055E+27
6057533471013140000,0.100026785,0.05,5.331666492,3.65E-04,16.04,0.00,1.03932555,7.81114E+28
2037378523542890000,0.136948742,0.02,9.755981212,0.00,14.05,0.00,-0.268407759,2.3557E+28
505178760644698000,0.148830549,0.01,3.296902183,1.26E-04,12.36,0.00,-1.776214588,5.91396E+27
505368121464666000,0.09,0.02,3.329404601,2.28E-05,13.76,0.00,-1.472464654,7.81264E+27
3541660994702820000,0.015840483,0.02,1.654828074,2.00E-05,14.25,0.01,-4.751186834,3.86878E+26
2197957661299100000,0.03,0.03,3.08,1.48E-04,16.12,0.01,-1.621301085,6.81629E+27
2198162651499970000,0.253433359,0.02,17.86737317,0.00,9.84,0.00,-3.141389105,1.69207E+27
2198341184695520000,0.167923254,0.01,4.558134124,4.08E-05,13.04,6.34E-04,-0.839098795,1.39616E+28
2198449039916760000,0.06,0.02,5.769531015,8.97E-05,15.34,8.38E-04,-0.625989486,1.69735E+28
2198576445824890000,0.205950445,0.01,2.986203429,5.25E-05,13.37,0.00,-0.056444323,2.86089E+28
2030367281528180000,0.10,0.02,5.08026526,6.92E-05,13.78,0.00,-1.317511036,9.00499E+27
2030403324896250000,0.11308553,0.01,8.988149915,2.65E-04,13.56,0.00,-1.172615818,1.02841E+28
2030413735897350000,0.131909752,0.02,4.803099716,1.46E-04,14.50,0.00,0.100776524,3.30437E+28
2030427789038000000,0.256636327,0.02,11.66202091,6.08E-04,10.43,0.02,-2.525410342,2.97599E+27
6055722403534960000,0.543351086,0.01,4.424317748,6.22E-05,9.47,0.00,-1.858290305,5.48536E+27
4053114324654570000,0.106516285,0.03,2.098652174,1.10E-04,15.26,0.04,0.396146059,4.33183E+28
5836012389546670000,0.136769535,0.02,11.09733055,0.00,13.56,0.01,-0.761375141,1.49925E+28
4657223980483120000,0.01,0.03,4.789148093,1.54E-04,15.90,0.00,-4.458309515,5.06018E+26
4657225286152900000,0.09,0.05,3.908783895,3.28E-04,16.89,0.01,1.763605861,1.5172E+29
4657226729261950000,0.07,0.05,3.722852886,2.15E-04,16.85,0.02,0.916443418,6.97905E+28
4657227309136570000,0.09,0.06,2.924706994,1.61E-04,17.04,0.01,1.785945091,1.54859E+29
4657227721330890000,0.00,0.03,5.619665442,2.43E-04,16.13,0.00,-8.12773422,1.75149E+25
4657228893925140000,0.029264473,0.03,3.737284189,6.84E-05,15.67,0.01,-1.998721464,4.82282E+27
4657228992802370000,0.06,0.03,3.155227639,5.53E-05,15.97,0.00,-0.11340603,2.71534E+28
4657229203122110000,0.05,0.06,4.975730782,1.58E-04,15.40,0.02,-0.928114703,1.28676E+28
4657229233319360000,0.010773068,0.03,3.644182404,1.36E-04,15.72,0.01,-4.114030022,6.93776E+26
4657229306241740000,0.03039695,0.02,5.345593881,1.17E-04,15.43,0.00,-2.157848985,4.16825E+27
4657229576771820000,0.023765975,0.03,4.120754908,1.35E-04,15.74,0.00,-2.378401833,3.40529E+27
4657229714206190000,0.01,0.08,5.579294169,2.08E-04,15.41,0.00,-5.753169422,1.54417E+26
4657231402185290000,0.018013578,0.02,3.929244009,4.12E-05,15.64,0.00,-3.086840074,1.77882E+27
4657234490353490000,0.035176989,0.04,4.713211834,6.74E-04,15.29,0.00,-1.97484371,4.92954E+27
4657234868168210000,0.01,0.02,4.179891444,1.59E-04,15.62,0.00,-4.982186617,3.13051E+26
4657235349281060000,0.014174589,0.04,2.874580899,7.98E-05,16.45,0.01,-2.791563684,2.33173E+27
4657235422277960000,0.046946426,0.04,3.647896232,1.06E-04,16.06,0.00,-0.581370331,1.76821E+28
4657235624082610000,0.01,0.02,4.005085818,1.63E-04,15.74,0.01,-4.412126468,5.27899E+26
4657237174625450000,0.792099521,0.27,3.431047676,1.33E-05,15.93,2.57E-04,5.424426754,4.34886E+30
4657238480295340000,0.018835328,0.03,4.516921942,6.38E-05,15.68,8.41E-04,-2.947174086,2.02177E+27
4657239644218960000,0.030833908,0.03,3.554885957,1.19E-04,15.91,0.00,-1.644668174,6.67184E+27
4657240507520700000,0.07,0.02,5.06422079,3.37E-04,14.63,0.00,-1.131577931,1.06783E+28
4657241190347940000,0.026539972,0.02,4.427256819,1.81E-04,15.43,0.00,-2.44631173,3.19978E+27
4657241572673650000,0.012273431,0.03,4.416606781,2.11E-04,15.72,0.00,-3.831262097,8.99055E+26
4657242156786520000,0.02,0.03,3.646445938,1.56E-04,15.88,0.00,-2.428438841,3.25263E+27
4657242637825400000,0.08,0.05,3.882511489,9.66E-05,15.90,0.01,0.343463224,4.12762E+28
4657243599898830000,0.04,0.04,4.302580313,2.98E-04,16.39,0.00,-0.597215426,1.74271E+28
4657244699410260000,0.06,0.04,4.22540691,2.09E-04,16.54,0.01,0.443626404,4.52453E+28
4657244768129700000,0.01,0.03,4.519020667,7.29E-05,15.79,7.22E-04,-3.492615401,1.2263E+27
4657245695843640000,0.165099583,0.15,9.311996514,0.00,17.30,0.01,3.386019883,6.71287E+29
4657250501927630000,0.00,0.08,1.321517115,3.00E-05,17.43,0.02,-6.196551441,1.02847E+26
4657252945750590000,0.01,0.11,1.554808901,1.61E-04,18.38,0.01,-2.927618271,2.05834E+27
4657254457578590000,0.023532385,0.02,4.185027296,1.54E-04,15.42,0.01,-2.717740291,2.49498E+27
4657254698096650000,0.00,0.02,5.949485198,3.43E-04,15.11,0.01,-7.320913828,3.66939E+25
4657255454010880000,0.03,0.03,2.830828753,2.05E-05,16.40,8.80E-04,-1.067499081,1.13243E+28
4657255797608000000,0.00,0.03,3.591782945,1.36E-04,16.08,0.01,-5.961181817,1.27611E+26
4657261638766260000,0.02,0.04,3.107034114,1.52E-04,16.26,0.01,-2.17509962,4.10286E+27
4657262944436060000,0.025589191,0.06,4.358705519,1.11E-04,17.18,0.01,-0.779951193,1.47394E+28
4657265658855200000,0.06,0.04,3.071003528,4.94E-05,16.37,0.00,0.220034687,3.68607E+28
4657267892240810000,0.017634083,0.02,9.604526659,0.00,14.57,0.01,-4.201928648,6.40071E+26
4657274661108650000,0.013525325,0.02,6.935160483,3.49E-04,14.93,0.00,-4.414752492,5.26629E+26
4657280845863940000,0.05,0.02,4.920086226,4.97E-05,15.49,0.00,-1.013655959,1.18972E+28
4657282009796740000,0.06,0.04,4.261749193,8.85E-05,15.78,0.00,-0.497356486,1.90976E+28
4657282907448230000,0.017117107,0.02,6.136343869,1.54E-04,15.30,0.00,-3.52972822,1.18529E+27
4657313762426790000,0.07,0.04,2.76637553,6.03E-05,16.06,0.00,0.167175222,3.51173E+28
4657319053826700000,0.01,0.03,26.24484482,0.03,15.91,0.03,-3.251687008,1.52936E+27
4657340837901920000,0.07,0.03,3.492355678,1.37E-04,15.52,0.01,-0.362969156,2.16011E+28
4657352898169850000,0.043643684,0.03,2.698900225,1.15E-04,15.86,0.01,-0.936012996,1.27748E+28
4657395847848230000,8.32E-05,0.03,3.007660394,5.73E-05,15.80,0.01,-14.59815771,4.65159E+22
4657403544430420000,0.04,0.03,2.285159191,1.29E-04,16.08,0.02,-1.006279132,1.19779E+28
4094784475310670000,0.574203149,0.03,21.8474782,0.01,7.53,0.01,-3.670890149,1.04143E+27
4094790655733020000,0.20695505,0.27,10.84458208,0.01,18.16,0.01,4.737362137,2.31666E+30
5877104712393100000,0.513978224,0.03,10.52047414,8.75E-04,11.08,0.00,-0.362403405,2.16123E+28
5877105945020550000,0.025916604,0.09,7.071054242,5.82E-04,16.34,0.00,-1.590655575,7.01048E+27
5877120341746130000,0.352890144,0.03,9.149760644,7.33E-04,11.69,0.00,-0.575226356,1.77819E+28
5877183391868900000,0.102695849,0.24,9.605988699,0.00,18.57,0.01,3.624517442,8.35317E+29
3031875585286180000,0.359804172,0.02,6.995508283,2.21E-04,9.24,0.00,-2.978759027,1.96408E+27
247358200355952000,0.147415125,0.02,3.593390351,1.06E-04,14.21,0.00,0.05450722,3.16715E+28
248494232082353000,0.344160491,0.02,4.118190222,2.66E-04,10.45,0.01,-1.869285936,5.43035E+27
5350360646081410000,0.181879626,0.05,4.542581106,6.67E-04,15.70,0.00,2.001547261,1.88697E+29
5350368102144390000,0.11,0.01,18.87773286,0.01,13.70,0.05,-1.020367469,1.18242E+28
5350381433723500000,0.271861219,0.07,5.497785171,3.08E-04,16.46,0.00,3.629194303,8.38906E+29
5350409780509550000,0.247276562,0.02,45.49891813,0.02,12.18,0.00,-0.84913323,1.38337E+28
5350416137060300000,0.09,0.09,4.483377842,1.58E-04,17.47,0.00,2.206221573,2.27637E+29
5350418675353190000,0.125129575,0.09,1.491551712,3.16E-05,17.86,0.00,3.348839839,6.48795E+29
5350425963937900000,0.183175125,0.01,6.403288812,2.81E-04,13.16,0.00,-0.523626517,1.86432E+28
5350437337010640000,0.00,0.06,3.838302334,2.28E-04,16.96,0.00,-7.015980529,4.85271E+25
5350441185301290000,0.126540586,0.03,3.886405452,8.13E-05,15.51,0.00,1.018542201,7.66374E+28
5350459803962870000,0.111715954,0.02,12.76431288,0.01,13.05,0.01,-1.710193002,6.28291E+27
5350519869105640000,0.07,0.03,5.820402883,1.44E-04,16.07,0.00,0.169083723,3.51788E+28
5350555981191990000,0.230368433,0.02,16.32369575,0.00,11.78,0.00,-1.409377161,8.27775E+27
5350566873221490000,0.160023699,0.05,9.12053908,0.00,15.92,0.01,1.939640531,1.78287E+29
5350688609777990000,0.374925944,0.02,5.517288355,3.29E-04,12.34,0.01,0.21254047,3.66084E+28
5350807558878390000,0.04,0.09,3.248930481,1.20E-04,17.72,0.00,0.74071627,5.94075E+28
5350844156323300000,0.134376903,0.02,3.384952751,1.68E-04,14.43,0.00,0.069237141,3.21021E+28
5350852677538950000,0.227012472,0.02,13.45315193,0.00,10.92,0.00,-2.295547413,3.67399E+27
6736843159433580000,0.161814381,0.02,8.301077391,0.00,12.81,0.00,-1.14019942,1.05942E+28
5860785795219390000,0.025783515,0.02,7.141492316,8.03E-04,13.78,0.01,-4.167889377,6.60357E+26
5613972681993580000,0.368478803,0.02,8.936362045,1.98E-04,8.73,0.00,-3.434096454,1.29388E+27
5614191175568400000,0.240752462,0.01,4.170891183,7.28E-05,12.39,7.18E-04,-0.700410315,1.58542E+28
5614312705966200000,0.233082447,0.02,13.59738025,5.85E-04,9.54,0.00,-3.621905154,1.08925E+27
5953240528170620000,0.179217006,0.02,11.79750548,5.11E-04,13.15,0.00,-0.583809913,1.76426E+28
5953263931502690000,0.18324728,0.06,1.083294911,1.26E-05,16.29,0.01,2.606771683,3.28623E+29
5338556834679250000,0.119656169,0.01,13.15512261,8.66E-04,12.09,5.60E-04,-2.518059539,2.99611E+27
5338626447509050000,0.05,0.07,1.578093252,4.03E-05,17.55,0.01,1.158136387,8.70987E+28
5338639783430600000,0.048937958,0.03,2.704704859,1.40E-04,15.46,0.01,-1.093585792,1.10567E+28
1998384927774600000,0.237762124,0.01,4.73492994,9.68E-05,11.70,0.00,-1.417337638,8.21757E+27
5853360930648140000,0.10,0.04,10.7952806,0.00,15.96,0.00,0.878257114,6.73899E+28
4314785619467890000,0.08,0.02,3.318873288,4.04E-05,13.57,0.00,-1.859606175,5.47875E+27
4314908077597450000,0.127178149,0.04,1.790733708,2.27E-05,15.73,0.00,1.253731507,9.50752E+28
4314923363333170000,0.10,0.01,6.697169741,2.82E-04,12.53,0.00,-2.481687168,3.09769E+27
5853047810335680000,0.04,0.04,2.333210911,1.49E-05,16.36,0.00,-0.643889257,1.66973E+28
5853118144728110000,0.03,0.04,3.27332626,1.70E-05,16.31,7.10E-04,-1.364029854,8.62909E+27
5853152985500340000,0.114052905,0.02,28.59679288,0.02,12.47,0.01,-2.245522735,3.84638E+27
5853170268450890000,0.07,0.02,5.214553393,4.66E-05,14.42,0.00,-1.498156487,7.63081E+27
4066349313571680000,0.145157713,0.04,2.098521817,1.47E-04,15.64,0.02,1.448297579,1.13638E+29
4066351139023990000,0.119818845,0.03,11.85554409,7.09E-04,15.08,0.00,0.476628145,4.66349E+28
4066375912402660000,0.011940513,0.04,12.27636616,0.00,15.43,0.01,-4.179948051,6.53098E+26
4148154872828900000,0.112986072,0.06,2.245848226,3.41E-05,16.63,0.00,1.895444548,1.71209E+29
5476671064386290000,0.022389137,0.03,25.0565172,0.02,15.81,0.03,-2.440853186,3.21583E+27
5476889072624690000,0.030111196,0.04,1.821992045,3.34E-05,16.66,0.00,-0.945806944,1.26606E+28
5973635442376610000,0.479288993,0.03,16.26561021,0.00,9.53,0.01,-2.068049724,4.52587E+27
2061458790263460000,0.100436532,0.03,31.00,0.01,15.56,0.01,0.574347549,5.10049E+28
2061479371746850000,0.10,0.10,3.566118523,9.45E-05,18.03,0.00,2.920735177,4.38211E+29
2061660653748560000,0.09,0.04,8.88,0.00,16.73,0.00,1.533906438,1.22914E+29
4052476711021000000,0.08,0.03,21.36825386,0.01,13.55,0.01,-1.902450264,5.26775E+27
4052502549553960000,0.09,0.03,12.15516841,0.00,14.21,0.01,-0.913670176,1.30391E+28
1978741912045050000,0.163315516,0.02,5.863897993,1.79E-04,11.28,0.00,-2.657916762,2.63562E+27
4312305460506540000,0.284459471,0.30,2.554209655,2.41E-04,18.54,0.01,5.810031988,6.19272E+30
4312493309529870000,0.09,0.03,32.97644138,0.08,14.85,0.03,-0.45693506,1.98184E+28
3585871223384610000,0.155539013,0.02,0.640408785,2.10E-06,14.34,6.59E-04,0.300072696,3.96667E+28
4685621475248640000,0.09,0.06,1.382154502,4.18E-05,17.46,0.01,2.256354632,2.38342E+29
4685627904833940000,0.01,0.03,5.513651608,2.11E-04,15.79,8.13E-04,-4.604725192,4.42465E+26
4685631753107540000,1.181705065,0.14,1.22936773,4.84E-05,17.91,0.01,8.268980486,5.89878E+31
4685632062362360000,0.172333531,0.09,1.402486802,2.97E-05,17.91,0.01,4.096124935,1.28704E+30
4685633333672240000,0.03,0.04,17.18016707,0.01,16.56,0.02,-1.106270255,1.09289E+28
4685634085320050000,0.03,0.07,1.403214472,3.44E-05,17.33,0.03,-0.632605703,1.68708E+28
4685635494021960000,0.05,0.06,1.428550269,1.43E-05,17.40,0.00,1.025351716,7.71173E+28
4685637422480970000,0.00,0.02,8.076302151,5.75E-04,15.11,7.67E-04,-7.549164718,2.97666E+25
4685638384553600000,0.013044059,0.05,1.858424074,2.26E-05,16.91,0.03,-2.512023168,3.01274E+27
4685641472616820000,0.100431827,0.07,1.489822054,3.35E-05,17.36,0.00,2.367606808,2.6393E+29
4685642434689800000,0.035615984,0.03,3.234452689,9.51E-05,16.15,0.01,-1.090747269,1.10855E+28
4685642851319480000,0.118990986,0.05,1.863078656,6.10E-05,17.22,0.01,2.593377311,3.24613E+29
4685643706012130000,0.03,0.07,1.265259495,1.26E-05,17.61,0.01,-0.14625889,2.63479E+28
4685643740367720000,0.011949612,0.07,1.395235785,2.92E-05,17.63,0.01,-1.985716897,4.88065E+27
4685644912905780000,0.027917957,0.07,1.197152784,7.77E-06,17.41,0.01,-0.359460819,2.16707E+28
4685651509975400000,0.100260672,0.10,1.437614925,3.37E-05,17.47,0.02,2.479034053,2.92312E+29
4685654121316330000,0.108190044,0.06,1.396051964,2.05E-05,16.85,0.05,2.024593494,1.92725E+29
4685658072670640000,0.176921555,0.10,1.327766989,4.55E-05,17.47,0.03,3.711954738,9.05022E+29
4685658789928110000,0.05,0.09,1.13,8.89E-06,17.86,0.02,1.310680749,1.0017E+29
4685660340428710000,0.123588474,0.06,2.628974705,7.89E-05,16.57,0.01,2.034329846,1.94453E+29
4685666937499390000,0.05,0.08,1.641683764,1.17E-04,17.35,0.02,0.619251765,5.31481E+28
4685667727773470000,0.07,0.07,1.255135726,2.24E-05,17.50,0.03,1.577302421,1.27902E+29
4685668788638620000,0.08,0.06,1.511247643,4.93E-05,17.14,0.01,1.762840043,1.51613E+29
4685670197387350000,0.187564478,0.08,1.657574231,2.52E-05,17.40,0.01,3.766213968,9.51173E+29
4685670270377560000,0.05,0.08,1.294061522,3.24E-05,17.67,0.01,1.022192781,7.68943E+28
4685672400698640000,0.05,0.07,1.804165414,4.07E-05,17.46,0.01,0.740552597,5.93986E+28
4685672778655720000,0.07,0.08,1.435745608,2.00E-05,17.53,0.01,1.850189465,1.64252E+29
4685674427923300000,0.08,0.06,1.482993178,4.24E-05,17.37,0.03,1.776273297,1.53492E+29
4685676317708660000,0.00,0.06,1.420250632,2.66E-05,17.25,0.01,-5.452808953,2.0336E+26
4685676798744950000,0.08,0.08,0.84,3.95E-06,17.80,8.76E-04,2.236964542,2.34143E+29
4685678516731740000,0.680745883,0.25,7.112617471,8.43E-05,15.39,4.71E-04,4.554661117,1.95944E+30
4685678722890140000,0.030862933,0.11,3.162742684,1.63E-04,16.38,0.03,-1.172803993,1.02823E+28
4685680750116160000,0.00,0.06,1.536438261,8.91E-05,17.12,0.01,-5.764089955,1.52879E+26
4685681712188580000,0.331337695,0.05,5.49,0.00,15.64,0.01,3.238016233,5.86124E+29
4685683979931530000,0.07,0.07,1.313966265,1.89E-05,17.33,0.00,1.571253791,1.27195E+29
4685684048650970000,0.040474639,0.06,1.731882357,8.72E-06,17.27,0.00,0.30719694,3.99266E+28
4685684838931780000,0.034035716,0.08,1.365094468,2.26E-05,17.62,0.00,0.281290474,3.89896E+28
4685685319961190000,0.06,0.05,1.620062299,2.14E-05,16.82,0.00,0.775841851,6.13514E+28
4685685865396450000,0.08,0.07,1.533998187,4.34E-05,17.31,0.01,1.870948468,1.67407E+29
4685686453832570000,0.013575035,0.05,1.307837488,1.39E-05,16.85,0.02,-2.489955257,3.0743E+27
4685688790295930000,0.014095827,0.05,1.634416624,1.58E-05,17.15,0.00,-2.104303218,4.37794E+27
4685689133880340000,0.014674706,0.05,1.979565884,5.77E-05,16.70,0.01,-2.469440917,3.13266E+27
4685689614916380000,0.1358879,0.06,1.495272671,2.67E-05,17.09,0.01,2.752918931,3.75731E+29
4685690057287210000,0.02,0.05,1.584404604,4.58E-05,17.14,0.02,-1.860195817,5.47579E+27
4685690645721670000,0.03,0.08,1.643620457,3.88E-05,17.36,0.02,0.01998006,3.06849E+28
4685692707305970000,0.01,0.06,1.9220969,7.06E-05,17.13,0.01,-2.162396199,4.15091E+27
4685693085263310000,0.09,0.07,1.442568744,2.34E-05,17.46,0.00,2.199008651,2.26137E+29
4685693600659170000,0.042167951,0.07,1.380260396,4.32E-05,17.64,0.01,0.767721505,6.08964E+28
4685694287853890000,0.08,0.04,2.502939517,9.79E-05,16.43,0.01,0.891179853,6.81929E+28
4685694562732020000,0.07,0.03,3.93125179,9.25E-05,16.12,0.01,0.267564736,3.85021E+28
4685694768890120000,0.04,0.03,5.198091433,1.54E-04,16.12,0.00,-0.752759304,1.51114E+28
4685694936370530000,0.00,0.07,1.30827577,5.82E-05,17.32,0.04,-5.036144258,2.97945E+26
4685696108919860000,0.08,0.05,1.532405319,2.59E-05,17.15,0.04,1.615321621,1.32438E+29
4685696280718530000,0.00,0.03,4.760492217,4.62E-04,15.68,0.02,-8.302484201,1.49225E+25
4685696864823440000,0.07,0.10,1.208706131,2.79E-05,17.72,0.01,1.966471181,1.82726E+29
4685697139713650000,0.010314315,0.05,2.852162008,1.54E-04,16.77,0.01,-3.158363022,1.66594E+27
4685697998707150000,0.01,0.03,3.809091725,1.66E-04,16.03,0.01,-4.4817917,4.95242E+26
4685699613614150000,0.010592139,0.03,3.162997587,1.74E-04,15.97,0.03,-3.901309597,8.43143E+26
4685700129010550000,0.100489802,0.03,2.92665216,1.00E-04,16.04,0.01,1.051430946,7.8983E+28
4685700472607860000,0.01,0.03,3.713888557,1.03E-04,16.16,0.01,-4.295611855,5.874E+26
4685701778281530000,0.04,0.05,2.060025606,4.68E-05,16.93,0.01,-0.014766016,2.9723E+28
4685702637258800000,0.06,0.06,3.213388662,1.44E-04,16.67,0.00,0.380892475,4.27169E+28
4685702705978300000,0.01,0.06,2.163127942,3.65E-05,17.36,0.00,-2.731113919,2.46458E+27
4685703221387000000,0.1531912,0.05,2.407931373,5.96E-05,16.56,0.02,2.481272094,2.92912E+29
4685703908568840000,0.860852768,0.24,1.508633491,1.12E-04,17.44,0.03,7.110111401,2.03905E+31
4685704630136010000,0.025540196,0.03,3.101307368,5.84E-05,16.00,0.01,-1.96684887,4.9658E+27
4685704763253830000,0.05,0.08,1.351737524,1.90E-05,17.64,0.00,1.136596669,8.53959E+28
4685704870654180000,0.023607788,0.03,5.734267728,2.00E-04,15.46,0.00,-2.675911539,2.5925E+27
4685705450448310000,0.00,0.05,1.875725471,1.51E-05,16.97,0.00,-6.57972112,7.2386E+25
4685705626558870000,0.104129148,0.07,1.283630194,1.48E-05,17.46,0.01,2.549914582,3.11935E+29
4685706004515520000,0.461243148,0.08,3.276812113,1.77E-04,16.49,0.00,4.806635636,2.46854E+30
4685706691722200000,0.025538101,0.05,2.097045108,2.84E-05,16.77,0.00,-1.189486999,1.01262E+28
