source_id,parallax (mas),parallax_error (mas),pf (days),pf_error (days),int_average_g (mag),int_average_g_error (mag),absolute magnitude / mag,luminosity/watts
4311319782693540000,0.08,0.16,2.743564496,7.40E-04,18.37,0.02,2.782312643,3.85992E+29
4661245547336770000,1.34E-04,0.02,21.1213981,0.02,13.67,0.02,-15.68907029,1.71128E+22
4661247608921540000,5.63E-05,0.05,3.027322932,1.02E-04,16.78,0.02,-14.46444323,5.25814E+22
4661247707641770000,0.01176026,0.02,8.36162404,4.46E-04,15.25,0.00,-4.402315451,5.32667E+26
4661248021238300000,0.010677732,0.02,5.777196957,2.30E-04,14.47,0.01,-5.389829819,2.15445E+26
4661248811512200000,0.013712943,0.02,12.19456722,3.39E-04,14.27,0.13,-5.040134689,2.96857E+26
4661251697730830000,2.91E-04,0.03,9.39,0.00,16.33,0.00,-11.34312116,9.19172E+23
4661255541758560000,0.03,0.05,7.39536216,2.55E-04,14.85,0.00,-3.049924047,1.84005E+27
4661261146662470000,0.01,0.02,13.88238179,0.00,14.12,0.01,-6.219331453,1.00721E+26
4661261485932970000,0.03,0.03,4.457151571,1.22E-04,15.60,0.00,-2.270197492,3.76036E+27
4661264990636530000,0.07,0.04,2.709975893,8.96E-05,16.21,0.01,0.353931838,4.16741E+28
4661266334984220000,0.07,0.03,4.204185079,6.83E-05,15.62,0.01,-0.146177598,2.63499E+28
4661268151737910000,0.01,0.02,30.37559114,0.01,13.20,0.01,-7.252013614,3.90861E+25
4661269770959650000,0.03,0.04,2.773738764,4.77E-05,16.13,0.00,-1.315009308,9.02567E+27
4661271076629230000,0.274205794,0.06,18.69989693,0.02,13.82,0.04,1.009881137,7.60314E+28
4661274886251170000,0.112721384,0.05,3.591075671,2.17E-04,15.84,0.02,1.097189554,8.23663E+28
4661280761763990000,0.00,0.02,10.52009043,2.75E-04,14.53,0.00,-8.676041965,1.05958E+25
4661299560782750000,0.226898391,0.08,2.687522653,3.22E-04,16.17,0.01,2.944946079,4.48045E+29
4661303271712450000,0.05,0.03,3.265281315,6.40E-05,15.88,0.01,-0.824328698,1.41519E+28
4661303649669510000,0.02,0.02,4.580272114,1.17E-04,15.63,0.00,-3.462195794,1.26098E+27
4661305638240330000,0.02,0.01,12.6581071,0.01,14.23,0.03,-3.80079581,9.24516E+26
4661305986132180000,0.019961146,0.02,10.85471576,8.07E-04,14.40,0.01,-4.096596613,7.04952E+26
4661309662625340000,0.02,0.03,4.944861724,4.18E-04,15.76,0.01,-3.221327071,1.57252E+27
4661314335475580000,0.00,0.03,3.719333902,3.04E-04,15.88,0.00,-9.058187891,7.46455E+24
4661318317077140000,0.018797338,0.03,3.163458978,5.67E-05,15.94,0.00,-2.689468231,2.56048E+27
4661326189635220000,0.02,0.01,133.8791635,0.34,11.80,0.01,-6.779744498,6.02598E+25
4661330518962040000,0.047459073,0.04,3.647562212,1.07E-04,16.14,0.00,-0.478923752,1.9423E+28
4661331274878420000,0.01,0.02,7.490931998,4.13E-04,15.09,5.98E-04,-4.604274924,4.42648E+26
4661347698834830000,0.040795905,0.03,2.965591946,2.54E-04,15.75,0.03,-1.194588131,1.0079E+28
2243309938950940000,0.036711225,0.02,13.98320018,0.00,14.12,0.00,-3.060877619,1.82166E+27
5932569709575660000,0.466466947,0.03,11.28861062,3.18E-04,7.99,6.21E-04,-3.662769222,1.04921E+27
5932654445047310000,0.07,0.08,2.493279254,6.24E-05,17.15,0.00,1.298655013,9.9072E+28
174489098011145000,1.056616386,0.03,6.463491956,1.98E-04,7.06,0.00,-2.823455592,2.26456E+27
175811260743708000,0.111414402,0.02,2.1137834,1.05E-04,13.58,0.01,-1.180806338,1.02071E+28
4165973244665080000,0.016826932,0.05,1.449582767,2.04E-05,16.08,0.01,-2.788195314,2.33894E+27
6130597874068100000,0.09,0.02,11.85833355,0.01,13.39,0.01,-1.901283566,5.27339E+27
5977738991637640000,0.051469131,0.08,10.27949589,0.00,17.16,0.01,0.71528916,5.80389E+28
4531755199581500000,0.117869973,0.02,78.680585,0.30,12.03,0.02,-2.612401071,2.74791E+27
4045563527285330000,0.11946439,0.02,27.93296365,0.01,12.19,0.01,-2.420528645,3.2763E+27
4045574453680450000,0.103746043,0.02,12.23949903,0.01,13.15,0.01,-1.769843294,5.9486E+27
6038694026431510000,0.07,0.03,1.430969698,5.45E-06,15.13,0.00,-0.733565691,1.53796E+28
4060452941950250000,0.11899144,0.05,15.78112397,0.01,16.01,0.01,1.391311609,1.07854E+29
4060466823286260000,0.00,0.08,9.81,0.00,16.41,0.01,-7.229521223,3.99003E+25
4060489814285650000,0.042553396,0.09,23.18160915,0.02,16.17,0.02,-0.681311872,1.61342E+28
4060551107735660000,0.109076421,0.19,10.46342279,0.00,17.37,0.02,2.556938405,3.13949E+29
4173830973235410000,0.100761857,0.23,8.812562644,9.25E-04,18.70,0.01,3.715888817,9.08292E+29
4175017625462640000,1.312603118,0.04,17.1176796,0.01,5.54,0.00,-3.872400343,8.65784E+26
5241157421762530000,0.07,0.01,5.101854179,1.04E-04,13.59,0.00,-2.22672952,3.91321E+27
5940805262147380000,0.08,0.16,13.38771341,0.00,16.90,0.01,1.422634864,1.10996E+29
4654644251272660000,3.54E-04,0.02,8.37,2.08E-04,14.64,0.01,-12.6167852,2.85999E+23
4654668612330010000,0.020881709,0.03,3.011489891,4.33E-05,16.04,8.64E-04,-2.365666778,3.44528E+27
4654680019761890000,0.115648568,0.12,0.998508184,4.69E-05,18.24,0.02,3.559823297,7.87222E+29
4654690018449050000,0.04,0.03,3.927555898,1.28E-04,15.64,0.01,-1.61673288,6.84489E+27
4654695997043510000,0.07,0.02,34.48459447,0.02,12.80,0.01,-2.861793355,2.18636E+27
4654703620590350000,0.021692393,0.02,5.758921518,9.02E-05,15.15,0.00,-3.168110708,1.65112E+27
4654708675786880000,0.015461168,0.03,3.34,1.39E-04,15.78,0.01,-3.278300475,1.4925E+27
4654708950664750000,0.216235566,0.06,3.95,1.38E-04,15.76,0.01,2.431657635,2.7989E+29
4654727711084200000,9.80E-04,0.03,3.122550857,8.50E-05,16.04,0.01,-9.001900914,7.85979E+24
4654728776236060000,0.113126503,0.05,4.170209963,1.62E-04,15.61,0.01,0.873191816,6.70778E+28
4654805432804450000,0.00,0.04,9.399932072,0.00,16.78,0.01,-5.038986417,2.9717E+26
4654861198661980000,0.04,0.03,3.849255841,8.63E-05,15.98,8.96E-04,-1.172191739,1.02881E+28
4654865046952580000,0.00,0.02,11.25634045,7.64E-04,14.46,0.01,-9.173531082,6.71563E+24
4654903289337520000,0.04,0.04,3.146128462,2.42E-04,15.95,0.02,-1.019522803,1.18334E+28
4654903358056960000,0.02,0.02,5.465079141,4.66E-04,15.35,0.01,-3.662974236,1.04901E+27
4654962521257260000,0.151345941,0.04,33.05782429,0.02,15.56,0.02,1.464548889,1.15343E+29
4654965617907430000,0.027442965,0.03,3.485411291,7.96E-05,15.94,0.01,-1.868440306,5.43456E+27
4654972524214790000,0.00,0.02,28.41441913,0.02,13.35,0.01,-8.211382549,1.62221E+25
4654983343231840000,0.021649148,0.04,2.577303128,5.15E-05,16.23,0.01,-2.090547976,4.43349E+27
4655018085229020000,0.02,0.04,2.633705087,1.14E-04,16.26,0.01,-1.783505056,5.87457E+27
4655035535726220000,0.042963373,0.03,4.466851066,1.31E-04,15.61,0.00,-1.22053915,9.84208E+27
4516275214060040000,0.124687751,0.03,1.434632406,8.23E-06,15.16,0.00,0.641472961,5.42418E+28
2034016079579650000,0.028820372,0.02,4.619482885,1.98E-04,15.37,0.00,-2.32712806,3.56916E+27
2034098439860100000,0.08,0.04,7.304040891,5.73E-04,15.21,0.00,-0.288203845,2.31334E+28
2034137060207360000,0.205542282,0.01,3.845868919,1.15E-04,13.22,0.01,-0.21559913,2.47254E+28
2034155854985640000,0.203011851,0.02,4.920117995,1.64E-04,12.65,0.00,-0.813528042,1.42927E+28
2034159600197460000,0.062162956,0.04,3.737174066,7.08E-05,16.17,0.00,0.141955292,3.43148E+28
2034229590995810000,0.04,0.05,2.631596902,1.27E-04,16.20,0.00,-0.892696401,1.32922E+28
2034288586671360000,0.04,0.04,2.816902661,2.39E-04,16.12,0.01,-0.782721491,1.4702E+28
5887482762148280000,0.509171777,0.02,8.22,6.20E-04,9.03,0.00,-2.439928384,3.21856E+27
5887671397119560000,0.174165985,0.03,16.9625617,0.01,14.66,0.00,0.866088702,6.66424E+28
5531720828449940000,0.08,0.02,7.218097644,5.92E-04,14.32,0.00,-1.264382433,9.45439E+27
5532102084106450000,0.10,0.02,1.86751898,9.97E-05,14.79,0.01,-0.233748463,2.43174E+28
4246647161574590000,0.113048055,0.02,7.44,0.00,13.08,0.00,-1.648710536,6.64717E+27
5844822466883450000,0.122091537,0.02,1.025597182,2.00E-05,14.56,0.02,-0.008504194,2.98941E+28
4313043061002380000,0.020638533,0.08,4.945440613,3.79E-04,17.03,0.01,-1.399816858,8.35061E+27
2024962597772780000,0.039721782,0.02,53.37458922,0.02,11.39,0.00,-5.618428388,1.74717E+26
2211309340220910000,0.117343566,0.02,3.157040022,3.74E-05,14.47,8.53E-04,-0.186230588,2.54E+28
5611465073923670000,0.129971998,0.02,11.18227826,3.96E-04,11.25,7.33E-04,-3.18192203,1.63035E+27
5611563995612980000,0.143990457,0.02,2.701281414,6.71E-05,12.65,0.01,-1.553544442,7.25306E+27
5611944113094710000,0.139074034,0.01,4.711989721,1.39E-04,12.19,0.00,-2.091851743,4.4282E+27
4312997053315160000,0.159991738,0.04,16.46427181,0.00,14.21,0.07,0.226026785,3.70637E+28
4313041003732530000,0.08,0.04,6.531969881,1.25E-04,14.37,0.00,-1.100941745,1.09824E+28
4313041038092270000,0.07,0.03,7.03,2.76E-04,13.97,0.00,-1.729382755,6.17336E+27
4313067181547800000,0.124703906,0.02,20.80524883,0.01,12.54,0.03,-1.983983711,4.88841E+27
4313074882477250000,0.01,0.11,3.004221517,1.38E-04,17.82,0.01,-2.623840656,2.71924E+27
4313146586900970000,0.053792494,0.05,3.860543212,2.94E-04,16.31,0.01,-0.039172615,2.90654E+28
4159360270654010000,0.07,0.04,10.61283003,0.00,15.51,0.01,-0.147458366,2.6319E+28
5967847540145110000,0.09,0.03,7.899253222,0.00,12.74,0.01,-2.486135133,3.08508E+27
444069661013733000,0.28203848,0.02,4.33974158,2.30E-04,13.40,0.00,0.656009826,5.49694E+28
444328664722927000,0.05,0.10,5.11789284,5.16E-04,16.60,0.01,0.044997088,3.13966E+28
4039938769393210000,0.121835384,0.02,66.32,0.23,12.20,0.02,-2.366836814,3.44158E+27
444443941646255000,0.3376306,0.02,8.17956437,3.34E-04,11.13,0.00,-1.223048998,9.81946E+27
445121820622854000,0.37,0.02,3.569404825,5.45E-05,12.70,0.00,0.551643848,4.99544E+28
445214321337651000,0.156470481,0.05,3.123462424,2.44E-05,16.01,0.00,1.987127081,1.86219E+29
202939854734748000,0.203787155,0.02,8.63959257,5.00E-04,11.11,0.00,-2.344225974,3.51366E+27
203496585576324000,0.162686481,0.21,11.12932548,0.00,8.60,0.01,-5.344709672,2.24543E+26
204588190167650000,0.01,0.02,4.372525709,1.34E-04,13.21,0.00,-7.585433962,2.87933E+25
5318708901756760000,0.08,0.04,2.984969505,1.56E-05,15.06,0.00,-0.475699015,1.94805E+28
4478405971998190000,0.09,0.03,1.208721346,1.42E-05,15.63,0.00,0.384900852,4.28741E+28
488753263810889000,0.302400451,0.01,12.25022922,9.64E-04,12.16,0.00,-0.435408827,2.02134E+28
188724234539584000,0.193220272,0.02,18.1937194,0.00,9.76,0.01,-3.812423559,9.14715E+26
189726984845700000,0.177505652,0.02,5.259890304,3.62E-04,11.53,0.00,-2.225527068,3.91753E+27
189739251272296000,0.215649694,0.02,3.412719983,1.20E-04,11.97,0.01,-1.362815768,8.63869E+27
3378049163365260000,0.335600394,0.02,3.788020201,5.43E-05,9.65,0.01,-2.722974689,2.48304E+27
5957698772945950000,0.11994359,0.02,15.52902319,0.01,13.47,0.05,-1.137747791,1.06181E+28
2028731925444850000,0.08,0.07,2.279258312,2.77E-05,17.52,0.00,1.945727084,1.79285E+29
2028750823290450000,0.025194164,0.01,10.88028872,0.00,12.77,0.00,-5.228127245,2.49867E+26
2028768729057730000,0.08,0.06,3.15999883,1.08E-04,17.02,0.01,1.616440991,1.32574E+29
2028781025505280000,0.180272339,0.02,6.23945687,1.81E-04,12.82,0.00,-0.903208535,1.31648E+28
2028787695633980000,0.149332264,0.03,4.69,1.14E-04,15.46,0.00,1.326268251,1.01612E+29
3027495856819340000,0.155759625,0.02,10.98251542,6.04E-04,11.04,0.00,-3.001551538,1.92347E+27
3027837358256110000,0.181319339,0.02,4.96,1.26E-04,13.30,0.00,-0.410506361,2.06801E+28
3027913155837730000,0.271189345,0.02,5.65,4.66E-04,13.42,0.01,0.58502111,5.15064E+28
3027920611901180000,0.159787854,0.10,2.047052511,1.14E-04,17.47,0.01,3.488718815,7.3755E+29
3027940437469880000,0.562684965,0.02,4.255355693,1.90E-04,9.32,0.01,-1.928504945,5.14344E+27
4077106561752380000,0.157534339,0.02,18.13813383,0.01,12.37,0.02,-1.645449829,6.66706E+27
4077190566946720000,0.188572429,0.03,13.47005649,0.01,12.64,0.01,-0.986180029,1.22006E+28
4067611106249320000,0.316298511,0.29,20.62806233,0.00,17.97,0.02,5.466338735,4.51919E+30
4054525650875160000,0.348740353,0.04,12.10624805,0.00,12.42,0.01,0.131867012,3.39989E+28
4054575949223340000,0.343716656,0.07,49.96774399,0.06,11.52,0.00,-0.800809112,1.44603E+28
4054611481504410000,0.268074158,0.13,13.68966098,0.01,15.39,0.01,2.534638755,3.07597E+29
4054740090000100000,0.247658508,0.03,10.92805029,0.00,12.56,0.01,-0.467639741,1.96249E+28
4054962874233540000,0.257881226,0.04,5.943304618,0.00,12.84,0.00,-0.10518537,2.73588E+28
5943144438769520000,0.183581249,0.05,7.494234409,1.33E-04,14.68,0.00,1.003790095,7.56081E+28
5943175362536390000,0.09,0.11,9.02,0.00,16.20,0.00,0.856877203,6.60821E+28
5943255828719960000,0.184143359,0.04,6.375547244,2.60E-04,14.10,0.01,0.428972303,4.46416E+28
5943301424097460000,0.181943369,0.03,9.036645224,6.97E-04,12.55,0.00,-1.149584337,1.05035E+28
5606739884038470000,0.117420578,0.01,3.97,3.03E-05,12.71,4.23E-04,-1.943780939,5.07192E+27
4070987676501470000,0.05,0.06,15.38268184,0.01,16.34,0.02,-0.143445878,2.64159E+28
5606839187987680000,0.08,0.02,2.030386047,5.76E-05,14.57,0.01,-0.80835111,1.43607E+28
4167155567562010000,0.104222809,0.02,11.49815651,0.01,14.29,0.02,-0.619562135,1.70738E+28
4755823441560870000,0.01690984,0.02,3.870392911,2.05E-05,15.63,6.47E-04,-3.233987524,1.55437E+27
6482342638901420000,0.126857458,0.02,1.461934091,2.38E-05,13.45,0.01,-1.035689981,1.16593E+28
2694868747315730000,0.036201276,0.03,1.446759673,6.65E-05,14.59,0.04,-2.62031911,2.72803E+27
2695708121364120000,0.031040296,0.03,1.137937875,2.90E-05,15.34,0.01,-2.197977727,4.01772E+27
5959704561355130000,0.09,0.06,1.967362004,2.89E-05,16.66,0.01,1.3976479,1.08482E+29
5959820108834400000,0.07,0.20,3.300262434,3.08E-04,18.60,0.00,2.765651541,3.80142E+29
4040826491981610000,0.08,0.03,14.4575066,0.00,13.87,0.01,-1.708995348,6.28981E+27
4040843392592530000,0.170815192,0.05,3.1976586,7.54E-05,15.01,0.01,1.171131463,8.81424E+28
4040934347214860000,0.05,0.04,11.66611692,0.01,15.37,0.02,-0.963809406,1.24534E+28
4321358774850540000,0.155822531,0.05,1.495447897,1.38E-05,16.61,0.00,2.571711273,3.1823E+29
4321501951856820000,0.227234258,0.05,4.946251635,1.27E-04,14.94,0.00,1.725671034,1.46535E+29
4321755561092590000,0.281603506,0.02,6.048890238,3.33E-04,12.17,0.00,-0.584351716,1.76338E+28
4316782057716380000,0.118344735,0.02,1.480743851,2.19E-05,13.71,0.01,-0.921388287,1.29472E+28
5809152454237870000,0.02,0.06,16.02146253,0.00,17.24,0.00,-1.050653672,1.15005E+28
4051440558795460000,0.052229898,0.02,15.11391511,0.00,13.44,0.02,-2.969229615,1.98131E+27
4500728841169870000,0.252860216,0.02,1.209455307,7.54E-06,12.20,0.04,-0.784669474,1.46758E+28
4178830899283680000,0.17551763,0.02,15.09882056,0.00,13.33,0.02,-0.452992276,1.98902E+28
1750217486861130000,0.132895461,0.02,2.046933744,4.91E-05,12.18,0.01,-2.202430259,4.00135E+27
2929040569147160000,0.09,0.03,7.928455476,4.01E-04,15.18,4.42E-04,-0.117794178,2.70444E+28
5332329583120220000,0.04,0.03,2.701198168,8.55E-05,15.94,0.01,-1.214962649,9.89252E+27
5332375453374620000,0.29,0.01,11.63889948,0.00,9.37,0.01,-3.309880601,1.44992E+27
5332397512328480000,0.252034007,0.02,4.944982118,7.48E-05,11.15,0.00,-1.846692278,5.54399E+27
4126279126871520000,0.101721194,0.02,14.61836345,0.00,14.11,0.00,-0.850699747,1.38139E+28
4108890728502510000,0.177137609,0.05,1.181850706,1.13E-05,15.93,0.00,2.172004886,2.20608E+29
4095782655730990000,0.464612707,0.02,7.288755421,6.82E-04,10.38,0.01,-1.280476583,9.31593E+27
5876354948558370000,0.01,0.20,9.642482259,0.00,18.94,0.01,-2.219402266,3.93958E+27
5876443871597430000,0.025440473,0.10,2.838087424,5.26E-05,17.76,0.00,-0.209921051,2.48544E+28
5942521668514050000,0.265708367,0.02,13.00490504,0.01,11.66,0.01,-1.21355985,9.90525E+27
5942637838797210000,0.173013103,0.05,25.17836332,0.01,13.11,0.00,-0.696890019,1.59054E+28
4103767240452680000,0.171011359,0.02,15.05332294,0.00,13.10,0.01,-0.732893214,1.53891E+28
5543954956895690000,0.047797026,0.03,3.641842229,2.43E-04,15.80,0.01,-0.801486613,1.44513E+28
5544001136384660000,0.08,0.01,6.020833801,2.95E-04,13.50,0.00,-1.998411902,4.82419E+27
5544213926244550000,0.327446078,0.01,5.88490673,1.40E-04,10.64,0.00,-1.789200036,5.84399E+27
5544259212380320000,0.036134985,0.02,2.855067536,1.06E-04,14.08,0.01,-3.133163607,1.70487E+27
5544277800990940000,0.14694372,0.03,1.700318012,6.23E-05,15.07,0.00,0.905074148,6.9067E+28
5253661725170120000,0.04,0.02,4.632427893,7.17E-05,14.40,0.00,-2.408986863,3.31115E+27
5253717937706830000,0.08,0.01,18.06236066,0.00,11.64,0.02,-3.902476152,8.42242E+26
5253795384552290000,0.441518806,0.01,5.543921255,2.06E-04,8.71,0.00,-3.065618966,1.81376E+27
4128740143126630000,0.153595662,0.02,1.517912112,2.66E-05,14.06,0.00,-0.009327249,2.98715E+28
5886217533465560000,0.306828767,0.16,3.146746226,4.87E-04,17.73,0.01,5.161962378,3.41894E+30
4252368406036530000,0.372257504,0.02,6.439691711,2.54E-04,8.70,9.54E-04,-3.447703695,1.27784E+27
4295988952813220000,0.118599264,0.02,4.277318773,1.43E-04,13.95,0.00,-0.682548037,1.61159E+28
4068645643614360000,0.11922123,0.06,9.294003585,0.00,16.19,0.03,1.567089998,1.2671E+29
4068682928334960000,0.232223599,0.11,1.339967764,1.76E-05,17.07,0.00,3.89834176,1.07364E+30
4068688971240660000,0.06,0.07,1.391377377,3.07E-05,16.67,0.01,0.496254468,4.74814E+28
4068692647733300000,0.05,0.04,13.79634045,0.00,15.32,0.01,-1.209549146,9.94173E+27
4068725358380870000,0.06,0.05,14.7770778,0.00,14.83,0.01,-1.327221879,8.92519E+27
4203801018864380000,0.127530987,0.02,32.66009503,0.04,11.23,0.01,-3.242267398,1.54262E+27
5862374417676270000,0.217030326,0.03,6.47946487,4.12E-04,13.72,0.00,0.402498118,4.35713E+28
5862424445455810000,0.148362686,0.10,23.48781939,0.02,16.89,0.01,2.742430432,3.72136E+29
5862529345743220000,0.22326129,0.02,6.379236974,7.33E-05,11.81,7.65E-04,-1.448098855,7.9891E+27
5862620158549690000,0.10,0.03,7.092475124,2.24E-04,15.78,0.00,0.674488955,5.59084E+28
5332812470537150000,0.170075924,0.15,3.754392813,9.08E-05,18.43,0.00,4.5833882,2.01172E+30
5332814841364260000,0.131300587,0.10,2.924939372,5.89E-04,17.83,0.01,3.421566347,6.9352E+29
5332836801528860000,0.07,0.04,4.225465231,1.21E-04,16.12,0.00,0.228585583,3.71508E+28
5332855699431220000,0.026095099,0.02,5.529917257,4.08E-04,14.96,0.00,-2.953620294,2.00986E+27
5332872226466820000,0.06,0.05,3.523889558,3.96E-04,16.55,0.01,0.486914484,4.70767E+28
5332911980660140000,0.21,0.13,2.201206284,1.29E-04,16.81,0.01,3.446702363,7.09684E+29
5332968639886300000,0.169082647,0.01,8.722342124,3.40E-04,12.37,8.85E-04,-1.485648811,7.7188E+27
5332969017843320000,0.116262847,0.04,4.496396185,1.08E-04,16.01,0.00,1.338614776,1.02768E+29
4110461793161580000,0.06,0.07,1.858821778,5.53E-05,16.73,0.02,0.463400584,4.60728E+28
2012494342018730000,0.256968781,0.01,3.871282557,5.26E-05,12.20,0.00,-0.752263181,1.51183E+28
2012643600728380000,0.339390521,0.02,7.678258832,1.42E-04,11.82,8.26E-04,-0.523625457,1.86432E+28
2012787293154800000,0.236167277,0.01,4.566052721,7.53E-05,11.44,8.62E-04,-1.690647387,6.39649E+27
2013029941628290000,0.32212464,0.01,9.81077568,0.00,9.44,0.00,-3.01763027,1.89533E+27
2013131813945240000,0.278694958,0.01,5.87,1.03E-04,12.24,0.00,-0.531734939,1.85051E+28
2013344882984630000,0.277397803,0.02,1.404424345,1.23E-06,14.15,1.40E-04,1.368661088,1.05638E+29
4052922352453880000,0.028880987,0.03,35.5754102,0.02,14.53,0.01,-3.164090811,1.65722E+27
4484245443888650000,0.383609428,0.02,4.156445275,0.00,11.28,0.02,-0.796602638,1.45161E+28
4484791347109680000,0.13671566,0.02,11.06489583,0.00,11.71,0.03,-2.609969689,2.75404E+27
2422853521974230000,0.022414652,0.04,1.146828198,1.46E-05,15.00,0.02,-3.24827196,1.53415E+27
2435741447518500000,0.05,0.03,1.070957328,1.39E-05,15.19,0.01,-1.523220448,7.45749E+27
4320461195449350000,0.020737488,0.04,2.818907988,2.71E-05,15.69,0.00,-2.725690243,2.47687E+27
4320538882800300000,0.116951918,0.07,3.483382206,1.86E-04,16.80,0.01,2.140140744,2.14258E+29
4320635914698290000,0.07,0.08,3.116229156,2.23E-04,16.95,0.00,1.148694298,8.63482E+28
5947421126682660000,0.139272497,0.02,2.109104975,1.90E-04,14.33,0.01,0.054073807,3.16589E+28
5339149677605620000,0.120600689,0.01,6.39385212,1.03E-04,12.55,8.53E-04,-2.043516057,4.6288E+27
4472449191647240000,0.47533256,0.02,1.893083315,3.69E-05,11.87,0.01,0.25591582,3.80932E+28
1944255076986180000,0.147703218,0.02,14.73111142,8.34E-04,11.80,0.00,-2.355505716,3.47751E+27
5859114571927300000,0.015184515,0.02,45.16430929,0.03,13.14,0.01,-5.953100832,1.2856E+26
5859119760248040000,0.200394153,0.01,10.35292626,0.00,10.84,0.00,-2.650931276,2.65255E+27
2035402872974690000,0.128135887,0.02,31.44596203,0.03,12.81,0.03,-1.649202102,6.64417E+27
514393423999534000,0.15805458,0.02,7.18655421,5.37E-04,14.75,0.00,0.74682143,5.97409E+28
514674937641488000,0.387820677,0.02,4.03791623,4.86E-05,10.29,0.00,-1.763645201,5.98249E+27
5966033792644070000,0.034523664,0.63,10.97151459,0.01,19.85,0.01,2.536455402,3.0811E+29
5966081350839940000,0.08,0.04,17.22538873,0.00,14.28,0.00,-1.193124664,1.00925E+28
5966244490846820000,0.292685837,0.14,14.95811307,0.00,15.27,0.02,2.597567539,3.25862E+29
4110315008338440000,0.107116541,0.06,13.02529653,0.00,16.27,0.02,1.417943702,1.10519E+29
4110443891732150000,0.216888112,0.12,1.083770941,2.23E-05,17.27,0.00,3.948528742,1.12418E+30
5255147955647150000,0.113973559,0.02,4.571291858,2.11E-04,14.39,0.00,-0.326494449,2.23355E+28
5255216468969550000,0.114149028,0.02,5.02270605,4.16E-05,14.28,0.00,-0.434213911,2.02355E+28
5255219492627430000,0.112510828,0.01,3.61898863,6.01E-05,13.92,0.00,-0.822899401,1.41704E+28
5255220656517210000,0.43,0.02,5.34589101,9.40E-05,9.04,0.00,-2.769674813,2.37899E+27
5255226703858100000,0.00,0.07,2.908191773,3.99E-04,17.09,0.01,-5.308084821,2.32209E+26
5255239283837540000,0.274714772,0.01,5.09,5.76E-05,11.73,0.00,-1.074735933,1.12494E+28
5255254711361370000,0.346359673,0.02,18.17181589,0.01,8.29,0.01,-4.013190393,7.60961E+26
5255270173244910000,0.08,0.02,3.591085847,1.13E-04,15.35,0.00,-0.033218215,2.92245E+28
5255309098485370000,0.199731045,0.01,5.87,1.48E-04,12.17,7.99E-04,-1.32341613,8.95638E+27
5255408505541360000,0.04,0.03,4.724670146,1.98E-04,15.58,0.00,-1.57035664,7.14214E+27
5255410326607410000,0.11191435,0.02,6.528348804,1.58E-04,14.49,0.00,-0.264818122,2.36346E+28
4046208567056660000,0.08,0.04,6.249316855,3.37E-04,15.31,0.00,-0.060345279,2.85067E+28
4652006346770480000,0.131515174,0.06,4.910342499,5.03E-04,15.33,0.01,0.921303321,7.01021E+28
4652007175732810000,0.011532854,0.02,5.109658016,3.06E-04,15.29,0.01,-4.399866033,5.33865E+26
4652034629160270000,0.01,0.02,5.637545175,7.49E-05,15.44,0.00,-5.013071878,3.04313E+26
4652035591232830000,0.02,0.04,2.167576879,3.08E-05,16.53,0.01,-1.815259448,5.70604E+27
4652036656384860000,0.041581175,0.04,2.597994595,6.84E-05,16.28,0.00,-0.627586205,1.69486E+28
4652037068701570000,0.015354231,0.03,3.515852785,4.36E-04,16.05,0.01,-3.018371681,1.89404E+27
4652057066075310000,0.00,0.02,4.140604861,2.94E-04,15.46,0.01,-8.357201477,1.41925E+25
4652057852017890000,0.017019622,0.02,37.49654561,0.04,12.58,0.01,-6.269942452,9.61555E+25
4652058062507890000,0.014777805,0.02,4.825764052,3.45E-04,15.25,0.01,-3.906253294,8.39331E+26
4652067339638660000,0.05,0.02,26.32973588,0.00,13.06,0.00,-3.543921223,1.16997E+27
4652069779181680000,0.06,0.06,5.170103461,2.99E-04,15.07,0.00,-1.083364865,1.11608E+28
4652076479330840000,0.02,0.03,5.022310929,2.43E-04,15.41,0.00,-3.136337548,1.69992E+27
4652080258907780000,0.019845956,0.02,5.175262387,2.19E-04,15.26,0.01,-3.250732851,1.5307E+27
4652095308475780000,0.028478069,0.03,3.517764559,2.23E-04,15.60,0.02,-2.129769296,4.27693E+27
4652110392402840000,0.02,0.02,4.303931306,1.48E-04,15.58,0.00,-2.61058536,2.75248E+27
4652111732431870000,0.05,0.03,4.631137198,2.27E-04,15.75,0.01,-0.587726267,1.75794E+28
4652114309414520000,0.13966635,0.06,2.049392441,1.53E-04,16.25,0.02,1.977470923,1.84578E+29
4652133310353120000,0.00,0.02,4.289690828,1.02E-04,15.55,0.01,-7.050064585,4.70344E+25
4652133821544770000,0.03,0.05,4.443113148,0.00,15.81,0.02,-1.771852588,5.93766E+27
4652141281779020000,0.06,0.03,2.919506333,2.62E-05,16.16,0.00,-0.128373059,2.67834E+28
4652145125754780000,0.113800592,0.04,3.828833143,2.24E-04,15.48,0.01,0.763737601,6.06745E+28
4658556725967920000,0.012518072,0.03,3.123579937,3.60E-05,15.94,0.00,-3.572932819,1.13926E+27
4658608918414310000,0.016231049,0.02,9.526466076,5.52E-04,14.81,8.13E-04,-4.140566038,6.77105E+26
4658656609733880000,0.04,0.02,47.99570745,0.02,12.06,0.01,-4.903338069,3.36515E+26
