# %ECSV 1.0
#     ucd: time.epoch
# - 
#   name: reference_time_rv
#   datatype: float64
#   unit: d
#   description: Reference time of the Fourier modelled radial velocity curve
#   meta:
#     ucd: time.epoch
# - 
#   name: fund_freq1
#   datatype: float64
#   unit: d**-1
#   description: First frequency of the non-linear Fourier modelling
#   meta:
#     ucd: stat.Fourier
# - 
#   name: fund_freq1_error
#   datatype: float32
#   unit: d**-1
#   description: Error of the first frequency of the non-linear Fourier modelling
#   meta:
#     ucd: stat.Fourier
# - 
#   name: fund_freq2
#   datatype: float64
#   unit: d**-1
#   description: Second frequency of the non-linear Fourier modelling in the G band
#   meta:
#     ucd: stat.Fourier
# - 
#   name: fund_freq2_error
#   datatype: float32
#   unit: d**-1
#   description: Error of the second frequency of the non-linear Fourier modelling in the G band
#   meta:
#     ucd: stat.Fourier
# - 
#   name: fund_freq1_harmonic_ampl_g
#   datatype: string 
#   subtype: 'float32[null]' 
#   unit: mag
#   description: Amplitudes of the Fourier model for the first frequency in the G band
#   meta:
#     ucd: src.var.amplitude
# - 
#   name: fund_freq1_harmonic_ampl_g_error
#   datatype: string 
#   subtype: 'float32[null]' 
#   unit: mag
#   description: Errors of the amplitudes of the Fourier model for the first frequency in the G band
#   meta:
#     ucd: stat.error
# - 
#   name: fund_freq1_harmonic_phase_g
#   datatype: string 
#   subtype: 'float32[null]' 
#   unit: rad
#   description: Phases of the Fourier model for the first frequency in the G band
#   meta:
#     ucd: stat.Fourier
# - 
#   name: fund_freq1_harmonic_phase_g_error
#   datatype: string 
#   subtype: 'float32[null]' 
#   unit: rad
#   description: Errors of the phases of the Fourier model for the first frequency in the G band
#   meta:
#     ucd: stat.error
# - 
#   name: fund_freq1_harmonic_ampl_bp
#   datatype: string 
#   subtype: 'float32[null]' 
#   unit: mag
#   description: Amplitudes of the Fourier model for the first frequency in the BP band
#   meta:
#     ucd: src.var.amplitude
# - 
#   name: fund_freq1_harmonic_ampl_bp_error
#   datatype: string 
#   subtype: 'float32[null]' 
#   unit: mag
#   description: Errors of the amplitudes of the Fourier model for the first frequency in the BP band
#   meta:
#     ucd: stat.error
# - 
#   name: fund_freq1_harmonic_phase_bp
#   datatype: string 
#   subtype: 'float32[null]' 
#   unit: rad
#   description: Phases of the Fourier model for the first frequency in the BP band
#   meta:
#     ucd: stat.Fourier
# - 
#   name: fund_freq1_harmonic_phase_bp_error
#   datatype: string 
#   subtype: 'float32[null]' 
#   unit: rad
#   description: Errors of the phases of the Fourier model for the first frequency in the BP band
#   meta:
#     ucd: stat.error
# - 
#   name: fund_freq1_harmonic_ampl_rp
#   datatype: string 
#   subtype: 'float32[null]' 
#   unit: mag
#   description: Amplitudes of the Fourier model for the first frequency in the RP band
#   meta:
#     ucd: src.var.amplitude
# - 
#   name: fund_freq1_harmonic_ampl_rp_error
#   datatype: string 
#   subtype: 'float32[null]' 
#   unit: mag
#   description: Errors of the amplitudes of the Fourier model for the first frequency in the RP band
#   meta:
#     ucd: stat.error
# - 
#   name: fund_freq1_harmonic_phase_rp
#   datatype: string 
#   subtype: 'float32[null]' 
#   unit: rad
#   description: Phases of the Fourier model for the first frequency in the RP band
#   meta:
#     ucd: stat.Fourier
# - 
#   name: fund_freq1_harmonic_phase_rp_error
#   datatype: string 
#   subtype: 'float32[null]' 
#   unit: rad
#   description: Errors of the phases of the Fourier model for the first frequency in the RP band
#   meta:
#     ucd: stat.error
# - 
#   name: fund_freq1_harmonic_ampl_rv
#   datatype: string 
#   subtype: 'float32[null]' 
#   unit: km.s**-1
#   description: Amplitudes of the Fourier model for the first frequency of the radial velocity curve
#   meta:
#     ucd: src.var.amplitude
# - 
#   name: fund_freq1_harmonic_ampl_rv_error
#   datatype: string 
#   subtype: 'float32[null]' 
#   unit: km.s**-1
#   description: Errors of the amplitudes of the Fourier model for the first frequency of the radial velocity curve
#   meta:
#     ucd: stat.error
# - 
#   name: fund_freq1_harmonic_phase_rv
#   datatype: string 
#   subtype: 'float32[null]' 
#   unit: rad
#   description: Phases of the Fourier model for the first frequency of the radial velocity curve
#   meta:
#     ucd: stat.Fourier
# - 
#   name: fund_freq1_harmonic_phase_rv_error
#   datatype: string 
#   subtype: 'float32[null]' 
#   unit: rad
#   description: Errors of the phases of the Fourier model for the first frequency of the radial velocity curve
#   meta:
#     ucd: stat.error
# - 
#   name: p2_o
#   datatype: float64
#   unit: d
#   description: Period corresponding to the second overtone pulsation mode (for multi mode pulsators) in  the G band time series
#   meta:
#     ucd: src.var;time.period
# - 
#   name: p2_o_error
#   datatype: float32
#   unit: d
#   description: Uncertainty of the p2O period
#   meta:
#     ucd: stat.error;time.period
# - 
#   name: type_best_classification
#   datatype: string
#   description: "Best type classification estimate out of: `DCEP', `T2CEP', `ACEP'"
#   meta:
#     ucd: meta.code.class;src.class
# - 
#   name: type2_best_sub_classification
#   datatype: string
#   description: "Best subclassification estimate for typeBestClassification=`T2CEP' out of: `BL_HER', `W_VIR',`RV_TAU'"
#   meta:
#     ucd: meta.code.class;src.class
# - 
#   name: mode_best_classification
#   datatype: string
#   description: "Best mode classification estimate   out of: `FUNDAMENTAL', `FIRST_OVERTONE', `SECOND_OVERTONE', `MULTI',`UNDEFINED', `NOT_APPLICABLE'"
#   meta:
#     ucd: meta.code.class;src.class
# - 
#   name: multi_mode_best_classification
#   datatype: string
#   description: "Best multi mode DCEP classification out of: `F/1O', `F/2O', `1O/2O', `1O/3O', `2O/3O', `F/1O/2O', `1O/2O/3O'"
#   meta:
#     ucd: meta.code.class;src.class
solution_id,source_id,pf,pf_error,p1_o,p1_o_error,epoch_g,epoch_g_error,epoch_bp,epoch_bp_error,epoch_rp,epoch_rp_error,epoch_rv,epoch_rv_error,int_average_g,int_average_g_error,int_average_bp,int_average_bp_error,int_average_rp,int_average_rp_error,average_rv,average_rv_error,peak_to_peak_g,peak_to_peak_g_error,peak_to_peak_bp,peak_to_peak_bp_error,peak_to_peak_rp,peak_to_peak_rp_error,peak_to_peak_rv,peak_to_peak_rv_error,metallicity,metallicity_error,r21_g,r21_g_error,r31_g,r31_g_error,phi21_g,phi21_g_error,phi31_g,phi31_g_error,num_clean_epochs_g,num_clean_epochs_bp,num_clean_epochs_rp,num_clean_epochs_rv,zp_mag_g,zp_mag_bp,zp_mag_rp,num_harmonics_for_p1_g,num_harmonics_for_p1_bp,num_harmonics_for_p1_rp,num_harmonics_for_p1_rv,reference_time_g,reference_time_bp,reference_time_rp,reference_time_rv,fund_freq1,fund_freq1_error,fund_freq2,fund_freq2_error,fund_freq1_harmonic_ampl_g,fund_freq1_harmonic_ampl_g_error,fund_freq1_harmonic_phase_g,fund_freq1_harmonic_phase_g_error,fund_freq1_harmonic_ampl_bp,fund_freq1_harmonic_ampl_bp_error,fund_freq1_harmonic_phase_bp,fund_freq1_harmonic_phase_bp_error,fund_freq1_harmonic_ampl_rp,fund_freq1_harmonic_ampl_rp_error,fund_freq1_harmonic_phase_rp,fund_freq1_harmonic_phase_rp_error,fund_freq1_harmonic_ampl_rv,fund_freq1_harmonic_ampl_rv_error,fund_freq1_harmonic_phase_rv,fund_freq1_harmonic_phase_rv_error,p2_o,p2_o_error,type_best_classification,type2_best_sub_classification,mode_best_classification,multi_mode_best_classification
375316653866487564,4685863921911212288,3.248633169797562,1.6561997E-4,null,null,1693.6021772213842,2.3422201E-4,1693.631733165731,6.9887046E-4,1693.6775942610595,3.7806088E-4,null,null,16.356232,0.013488364,16.632957,0.046782266,15.899684,0.023883924,null,null,1.0574008,0.039927118,1.2517681,0.06743398,0.8114175,0.118371375,null,null,-0.49800074,0.23834044,0.54485375,0.027540233,0.3367005,0.030014101,4.2272635,0.071384445,2.2433329,0.1697722,49,47,47,null,16.39883,16.69815,15.923856,5,4,4,null,1701.6717820151614,1701.6720965216678,1701.6721848102388,null,0.3078217661806103,1.5693195E-5,null,null,"[0.35135388,0.19143647,0.11830103,0.060610935,0.03635601,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN]","[0.014347187,0.012441343,0.014083638,0.00891408,0.00872645,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN]","[5.482948,2.6267881,6.1258054,3.3653853,0.43847698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[0.05312538,0.07009816,0.17390214,0.28313485,0.3487125,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN]","[0.43541595,0.22042064,0.1406574,0.084602274,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN]","[0.046820283,0.039310038,0.03498451,0.045285583,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN]","[5.5881886,2.647361,5.9936647,3.2516882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[0.18267241,0.19192582,0.40691,0.94596714,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN]","[0.27163437,0.14183468,0.096997045,0.041670296,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN]","[0.023079516,0.02765664,0.02688518,0.0134098325,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN]","[5.3747025,2.5327861,5.9081316,2.8393552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[0.08861531,0.12797466,0.2333283,0.47206068,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN]",null,null,null,null,null,null,"DCEP",null,"FUNDAMENTAL",null
375316653866487564,4685863952003369344,4.838459750419248,2.8768892E-4,null,null,1688.3660194182437,4.0685356E-4,1688.3289209777565,5.380483E-4,1688.3391666012465,9.4109855E-4,null,null,15.963261,0.014652101,16.274704,0.012303626,15.460245,0.007969248,null,null,0.96863145,0.064932875,1.2398262,0.051671036,0.72886324,0.049456764,null,null,-0.29815462,0.23803844,0.48737812,0.024655532,0.23048086,0.030297892,4.2631555,0.045972493,2.3718286,0.18371001,46,44,43,null,16.002947,16.34303,15.482342,4,3,3,null,1701.6717837318968,1701.6720982143104,1701.6721866182606,null,0.20667734187792944,1.2288782E-5,null,null,"[0.35862926,0.17478804,0.08265718,0.0483537,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN]","[0.01404057,0.015207102,0.01275989,0.009254198,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN]","[0.9325478,6.128251,5.1694717,4.111923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[0.055411033,0.093000546,0.19647354,0.2773634,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN]","[0.48173705,0.22274436,0.07991655,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN]","[0.015227947,0.013650584,0.015978286,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN]","[1.1208189,0.17090578,5.798583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[0.06198101,0.102064095,0.23703673,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN]","[0.28223392,0.12255007,0.05664967,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN]","[0.0147249745,0.018526554,0.012859613,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN]","[0.93876034,0.13469481,5.938001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[0.10863758,0.18823329,0.40911305,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN]",null,null,null,null,null,null,"DCEP",null,"FUNDAMENTAL",null
375316653866487564,4685864162429352320,null,null,1.8751849785824146,2.935717E-5,1697.0869594014598,4.151731E-5,1697.0740366124153,1.225974E-4,1697.0553159662861,1.7108471E-4,null,null,16.684416,0.0011344317,16.947092,0.0043263943,16.19522,0.0031987813,null,null,0.24131906,0.003561239,0.29520816,0.010166244,0.17209132,0.012146431,null,null,null,null,0.1493998,0.016413817,null,null,5.008778,0.11131109,null,null,46,46,42,null,16.686655,16.951004,16.195724,2,2,2,null,1701.6717866740937,1701.6720801505562,1701.6721681241188,null,0.5332807223935694,8.348837E-6,null,null,"[0.11622615,0.017364163,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN]","[0.0012491336,0.0017657507,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN]","[5.646061,3.734529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[0.03460806,0.13495637,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN]","[0.14247756,0.0214615,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN]","[0.005576879,0.005644079,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN]","[5.780751,3.275735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[0.09119655,0.32720965,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN]","[0.07841192,0.019250749,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN]","[0.0054902583,0.0037837252,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN]","[5.653614,3.556366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[0.110012926,0.26996845,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN]",null,null,null,null,null,null,"DCEP",null,"FIRST_OVERTONE",null
375316653866487564,4685864196789219328,3.4881161459789856,2.441216E-4,null,null,1693.7335279847525,3.4524009E-4,1693.95858706029,8.371483E-4,1693.8883184616307,2.5682518E-4,null,null,16.160192,0.015233494,16.496794,0.02878441,15.720456,0.011981479,null,null,0.8960794,0.053012915,0.98717684,0.08708815,0.59970444,0.033242125,null,null,-0.15218672,0.22758155,0.43929744,0.018752849,0.17242561,0.020329276,4.241592,0.05777358,2.4965036,0.12773085,46,45,46,null,16.195034,16.539858,15.735331,3,2,3,null,1701.7457307720663,1701.7460735827326,1701.7461609057675,null,0.28668770136934096,2.0064315E-5,null,null,"[0.35289595,0.15502629,0.0608483,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN]","[0.020917485,0.010071807,0.009128193,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN]","[4.4924088,0.6600393,3.4073598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[0.10067586,0.18438783,0.22297062,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN]","[0.409844,0.15876068,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN]","[0.029896375,0.031405043,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN]","[4.1440434,0.40342784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[0.23335348,0.26708704,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN]","[0.24085295,0.0999644,0.03470543,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN]","[0.012361516,0.009323294,0.007767073,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN]","[4.1631627,0.21512502,2.756276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[0.13265759,0.2740682,0.48917627,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN]",null,null,null,null,null,null,"DCEP",null,"FUNDAMENTAL",null
